product_id,product_name,category,brand,price,rating_avg_clean,stock_quantity,total_views,total_clicks,total_add_to_cart,total_purchase_rows,total_revenue,ctr_percent,click_to_purchase_rate_percent,opportunity_type,recommendation
520cf0b3-8fe9-42ba-a245-f42e60a656d9,Wilson Edge13 Camping Gear,Sports & Outdoors,Wilson,29.52,,8,44,20,14,0,0.0,45.45,0.0,High Click - Low Purchase,"Improve product page quality, description clarity, pricing, reviews, and trust signals."
9f37c7b4-34bb-46db-ab34-4b6ad2884c5f,Head Max1 Fitness Equipment,Sports & Outdoors,Head,72.87,,10,39,26,15,0,0.0,66.67,0.0,High Click - Low Purchase,"Improve product page quality, description clarity, pricing, reviews, and trust signals."
6ef410a7-f23b-4267-8fd8-3d3e857760ec,Cuisinart Ultra-Soft Bedding,Home & Kitchen,Cuisinart,34.76,,2,38,21,9,1,33.84,55.26,4.76,High Click - Low Purchase,"Improve product page quality, description clarity, pricing, reviews, and trust signals."
e7234ca8-c931-4f65-8aaa-f628e9aabdae,Apple Air Over-Ear Headphones,Electronics,Apple,299.6,,538,38,20,5,0,0.0,52.63,0.0,High Click - Low Purchase,"Improve product page quality, description clarity, pricing, reviews, and trust signals."
6e9b539a-77ad-4307-acb5-f558f8b5cc6f,Apple Accessorie Stand,Electronics,Apple,70.02,4.1,1,3329,1348,830,84,6140.92,40.49,6.23,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
eaaf2b74-b09a-4bf5-b0b2-09021044cab8,Instant Pot Microfiber Kitchenware,Home & Kitchen,Instant Pot,94.87,4.2,2,1629,724,404,41,5218.45,44.44,5.66,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
1660a6f2-7ef5-4f47-a4aa-e917f41e014e,Tommy Hilfiger Womenswear Dress,Clothing & Accessories,Tommy Hilfiger,56.68,3.8,1,1461,587,359,37,2503.33,40.18,6.3,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
25a6c99c-d63c-4697-91ef-744b7879d605,Post-it Premium Stationery Set,Office Products,Post-it,45.91,4.1,1,1330,477,298,34,1926.2,35.86,7.13,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
dbe68f3f-99a8-4ef2-a103-908a6fca244d,Wilson Fitness Equipment Pro,Sports & Outdoors,Wilson,49.13,3.9,4,1264,511,300,55,3471.85,40.43,10.76,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
c2e39751-db17-424f-8d71-61ec7ecad424,Neutrogena Bath & Body Lotion,Beauty & Personal Care,Neutrogena,33.8,4.3,1,1073,504,259,37,1818.69,46.97,7.34,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
d3701c21-709a-4090-bab2-020261ce8a92,Cuisinart Smart Appliance,Home & Kitchen,Cuisinart,44.48,4.2,5,1061,426,262,41,2363.42,40.15,9.62,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
88f38eae-9124-4557-a285-248fc1cad30c,Nestle Pantry Staple Multipack,Grocery & Gourmet,Nestle,7.74,4.1,8,1045,415,246,32,433.08,39.71,7.71,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
26fa0037-c745-4789-8a44-9f3dfb7f25f7,General Mills Organic Snack,Grocery & Gourmet,General Mills,18.44,3.7,9,1022,422,241,28,1087.82,41.29,6.64,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
bbc99c6e-1552-4677-8a8f-61a2e541e6c8,Apple Book4 Ultrabook,Electronics,Apple,259.07,3.9,4,746,300,164,28,7202.93,40.21,9.33,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
f81e1fd5-a01b-4fbe-81d6-5dc5ab19b03c,Castrol Prime7 Electronic,Automotive,Castrol,120.75,4.8,1,692,259,180,19,2791.99,37.43,7.34,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
8b875a73-88df-44ff-966d-5649d7a14d31,Nike Womenswear in Olive,Clothing & Accessories,Nike,64.5,4.2,2,680,247,157,27,2170.9,36.32,10.93,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
854f59a0-38d4-4e20-b346-43eca5ccb8cb,Nike Classic Accessorie,Clothing & Accessories,Nike,24.95,4.2,1,642,266,127,23,815.74,41.43,8.65,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
3b27636c-a2bd-4c64-b03c-ac8bf64ce0bc,Pyrex Smart Appliance,Home & Kitchen,Pyrex,23.87,4.3,1,597,219,134,19,502.94,36.68,8.68,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
111606d4-51dd-4751-b620-03fca7a12881,Neutrogena Drift Perfume Spray,Beauty & Personal Care,Neutrogena,16.61,3.8,3,475,191,111,22,481.56,40.21,11.52,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
38a8eed8-1628-47df-a1b8-cad63728f040,The portable Guide to Psychology,Books,Penguin Books,47.12,4.9,2,454,178,100,13,1088.3,39.21,7.3,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
43a517c2-190a-4bc1-b77b-4d88936ee641,Instant Pot Professional Kitchenware,Home & Kitchen,Instant Pot,28.2,4.6,6,450,161,97,18,565.41,35.78,11.18,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
fc8ff5d6-2425-45fd-9562-7e24de9f7cd1,Michelin Tools & Equipment Kit,Automotive,Michelin,121.84,3.5,3,419,171,117,13,1977.11,40.81,7.6,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
6d7c422e-e9bc-432a-98f7-7c8829437f0b,Cuisinart Modern Home Decor,Home & Kitchen,Cuisinart,34.48,3.9,1,396,169,94,14,622.35,42.68,8.28,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
920b6f6f-d113-4b7a-861b-b6bda3de9fdc,Professional Entrepreneurship: The Advanced Concepts Explained,Books,Penguin Books,19.46,4.8,1,396,145,99,14,489.07,36.62,9.66,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
bc7a0ca1-564a-47cf-a592-8c5e99a37981,LEGO Garden 1000 Piece Puzzle,Toys & Games,LEGO,62.21,4.5,1,374,165,116,18,1202.4,44.12,10.91,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
ee5bfbb8-e261-4dd3-bec7-696e2aa69c4b,Nike Premium Menswear,Clothing & Accessories,Nike,36.5,4.1,1,365,146,78,12,745.32,40.0,8.22,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
6651c3ab-c7be-4131-b324-68bd0218eb2c,Timberland Camping Gear Kit,Sports & Outdoors,Timberland,69.2,4.3,4,313,123,70,19,1795.58,39.3,15.45,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
76dbc26a-427f-4433-9bb5-43dddd1adbcd,Neutrogena Liquid Makeup,Beauty & Personal Care,Neutrogena,27.71,4.5,1,276,128,77,11,334.09,46.38,8.59,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
5d836ef6-20f0-47c1-9a54-791a4bfeded1,Nike Accessorie - Blue,Clothing & Accessories,Nike,16.78,3.5,7,274,123,59,10,218.01,44.89,8.13,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
1f557280-639d-4bf5-a7be-9c137ac2d6fe,Lenovo Pro Noise-Canceling Headphones,Electronics,Lenovo,106.84,4.0,1,261,103,57,6,641.84,39.46,5.83,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
5de0a820-43c1-4d74-b371-3bb4e115ce33,Dyson Modern Home Decor,Home & Kitchen,Dyson,35.02,3.4,4,255,89,66,8,346.04,34.9,8.99,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
950d95f6-b403-4051-baa8-e633fa36f1f3,Spalding Cycling Pro,Sports & Outdoors,Spalding,41.04,3.5,1,228,96,63,10,618.52,42.11,10.42,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
0c70a612-d55e-4879-9bce-299d323437f3,Bosch Tools & Equipment Set,Automotive,Bosch,78.06,3.8,1,225,77,43,15,1398.94,34.22,19.48,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
4ebe94fb-6705-4f36-96df-cb464c559568,L'Oreal Bloom Cologne,Beauty & Personal Care,L'Oreal,42.49,4.6,9,223,70,66,13,685.13,31.39,18.57,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
d70d14b8-4566-4d3d-b9b3-eee857b374c0,Samsung X9 Fitness Tracker,Electronics,Samsung,258.43,4.8,1,203,62,39,6,1803.13,30.54,9.68,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
c6e6f549-6d3f-41a8-aad5-d0e89af54109,Post-it Compact Office Furniture,Office Products,Post-it,67.62,4.0,3,199,70,46,7,543.19,35.18,10.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
35bf8754-29bb-463a-a710-839011ee78ab,Pyrex Premium Kitchenware,Home & Kitchen,Pyrex,54.98,4.3,1,196,76,52,11,829.02,38.78,14.47,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
d5cef23f-a2f0-4644-bb6b-a60fd2dcc723,Spalding Adjustable Fitness Equipment,Sports & Outdoors,Spalding,53.29,4.5,8,193,76,40,4,211.62,39.38,5.26,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
acb66a10-72b5-4b52-b692-ceb7da8ce3f9,Coleman Team Sport Set,Sports & Outdoors,Coleman,119.06,3.3,2,189,80,49,5,711.58,42.33,6.25,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
e9019929-566e-4350-9366-5173f5896890,Wilson Premium Fitness Equipment,Sports & Outdoors,Wilson,36.05,3.3,1,188,79,46,9,357.68,42.02,11.39,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
15aab0b8-557b-4fed-b273-06eee86de77d,L'Oreal Haircare Shampoo,Beauty & Personal Care,L'Oreal,46.86,4.0,1,186,59,43,9,620.06,31.72,15.25,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
fac9f7cb-7484-4330-bd8a-42565f5794cb,L'Oreal Liquid Makeup,Beauty & Personal Care,L'Oreal,16.32,4.8,1,185,66,55,7,164.17,35.68,10.61,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
c0e91f99-9cb4-4ee4-8ccc-06c6bb4f73a5,"LEGO Leo 15.6"" Figure",Toys & Games,LEGO,21.46,4.5,1,183,76,42,8,215.34,41.53,10.53,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
56afe0c3-52da-439b-83c2-e7eedb2324de,Tommy Hilfiger Casual Womenswear,Clothing & Accessories,Tommy Hilfiger,29.24,3.9,3,179,80,47,7,260.81,44.69,8.75,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
5ad1dceb-cb0e-4de9-89e6-f7c4c6abda23,Staples Premium Stationery Set,Office Products,Staples,33.3,2.5,1,176,59,30,8,395.85,33.52,13.56,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
920a8047-d219-4f21-bf1e-9904f1097bad,Bosch Prime6 Electronic,Automotive,Bosch,10.56,4.2,1,176,68,44,10,158.97,38.64,14.71,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
feb4aa01-7ff9-4af7-a308-7d2aa93e9698,Adidas Classic Fit Menswear,Clothing & Accessories,Adidas,66.81,4.0,1,170,81,44,8,604.51,47.65,9.88,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
7fbbb644-604b-48d2-a2d3-9b8d6c16f889,Patagonia Accessorie Set,Clothing & Accessories,Patagonia,18.49,3.7,2,162,73,47,10,236.05,45.06,13.7,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
b6fdd176-e7cc-4d06-aaef-cf87a05aa90c,De'Longhi Modern Home Decor,Home & Kitchen,De'Longhi,31.83,3.2,1,158,70,30,4,125.05,44.3,5.71,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
09103a95-db77-427f-82f9-14d9d18d0a88,Staples Ergonomic Office Furniture,Office Products,Staples,76.31,4.2,1,155,57,48,10,1221.71,36.77,17.54,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
d477e2b1-796a-4d3e-9c83-a22d09ade40a,Adidas Menswear in Cobalt,Clothing & Accessories,Adidas,49.26,4.0,1,140,50,30,10,686.34,35.71,20.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
f4cc0e61-c082-4e87-a185-0cab28cf34d5,Coleman Team Sport Set,Sports & Outdoors,Coleman,93.44,4.0,1,138,57,24,5,461.42,41.3,8.77,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
7efed94c-fc66-418b-89ea-5763fe86228b,Apple Ultra Over-Ear Headphones,Electronics,Apple,259.52,5.0,5,129,55,19,3,777.18,42.64,5.45,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
6dc7a3f9-d94d-4f3a-bc57-883c89de9309,Nike Classic Fit Menswear,Clothing & Accessories,Nike,23.51,4.0,4,128,49,29,8,351.54,38.28,16.33,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
54384ed6-2c87-44d7-8372-faccc44614e7,Post-it Compact Printer,Office Products,Post-it,18.6,4.0,5,128,56,30,3,88.99,43.75,5.36,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
47fa2b1f-bc05-45c7-8bca-b528774942f0,Nike Casual Menswear,Clothing & Accessories,Nike,34.83,5.0,5,127,63,32,4,138.05,49.61,6.35,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
d774c7a8-e8a7-4379-a26e-2f1299b393fc,Nerf Luna Action Figure,Toys & Games,Nerf,25.49,2.0,2,127,44,28,4,103.57,34.65,9.09,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
684ddd4e-85c7-4969-8e1e-224a92f777c2,Samsung Pixel1 Smartphone,Electronics,Samsung,328.03,4.0,2,123,55,27,5,1995.03,44.72,9.09,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
35dfd05c-b23d-4671-9196-2c2d979999ef,Neutrogena Matte Makeup,Beauty & Personal Care,Neutrogena,8.91,3.3,8,118,49,22,3,26.43,41.53,6.12,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
356b91c4-74fa-4ed5-8a5c-6a6f740905ce,Apple Classic Over-Ear Headphones,Electronics,Apple,157.6,5.0,2,111,48,31,7,1105.19,43.24,14.58,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
018b6e1e-f0ef-4e47-b67a-6e3efaebcfa8,Nike Ultra Sandals,Clothing & Accessories,Nike,9.78,3.0,5,111,44,29,4,58.46,39.64,9.09,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
b73b38a1-df92-44b3-bfd8-e3189d42f74f,Apple X1 Activity Band,Electronics,Apple,34.92,3.0,1,109,35,23,4,173.9,32.11,11.43,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
f90833ef-1b54-4103-9584-9d2cd2bcca3a,An Robust Aurora - Nintendo Switch Edition,Toys & Games,Mattel,28.12,4.5,1,108,58,27,6,196.54,53.7,10.34,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
c2a06d28-ff18-4026-b93f-2f76b2672382,"L'Oreal Skincare - 17""",Beauty & Personal Care,L'Oreal,34.07,5.0,1,107,33,20,4,136.13,30.84,12.12,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
5db7f68a-425d-4723-a09f-5b4d0d50d58d,Post-it Adjustable Office Furniture,Office Products,Post-it,69.04,4.0,1,105,56,23,5,341.47,53.33,8.93,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
a0c63932-3335-49e7-b637-8d3b0c7680f8,L'Oreal Skincare Cream,Beauty & Personal Care,L'Oreal,33.78,3.5,2,101,33,19,4,199.62,32.67,12.12,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
4adc622b-3ed0-49b5-bf25-14d639a2d82c,Logitech Studio Galaxy16,Electronics,Logitech,40.76,4.0,1,100,58,23,7,286.18,58.0,12.07,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
7456c135-43ce-490d-a888-655e928519ac,3M Adjustable Office Furniture,Office Products,3M,43.52,4.3,1,98,50,20,7,395.43,51.02,14.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
4f87db9a-cec9-4e1d-b23b-871d5424db63,Goodyear Edge5 Tools & Equipment,Automotive,Goodyear,16.36,3.8,1,98,46,25,7,128.26,46.94,15.22,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
e38d1f5f-2a70-46be-acaa-92edc3c81788,Adidas Menswear in Green,Clothing & Accessories,Adidas,68.42,4.0,1,96,32,19,3,542.03,33.33,9.38,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
4b9c83ae-69fe-4826-ac62-bae53913ea33,Apple Accessorie Stand,Electronics,Apple,286.89,3.8,8,87,34,27,6,2318.48,39.08,17.65,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
f9dc29bf-cc78-48d2-82bb-9a57861a022b,Nerf Midnight Science Experiment,Toys & Games,Nerf,34.94,4.5,3,87,36,17,5,274.33,41.38,13.89,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
7e7cc56c-75d6-43ce-85be-98883fa5adff,Samsung Max9 Ultrabook,Electronics,Samsung,102.11,5.0,1,84,35,27,3,422.93,41.67,8.57,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
3a282bc4-c6e3-46a2-9833-8d12fb90c449,PepsiCo Organic Pantry Staple,Grocery & Gourmet,PepsiCo,3.24,4.5,2,84,34,25,5,22.96,40.48,14.71,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
d39e47ca-8c95-4450-8edb-290c06bf0b0d,Wilson Ultralight Camping Gear,Sports & Outdoors,Wilson,103.58,,7,82,33,16,2,414.75,40.24,6.06,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
ca48b66a-b1cd-45f8-abef-741b244f0dfc,Classic of silence,Books,HarperCollins,15.7,5.0,2,82,37,20,3,78.71,45.12,8.11,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
787b5243-feb4-42ad-bc16-d687e2579407,Nike Elite Sandals,Clothing & Accessories,Nike,17.16,3.0,1,79,31,21,5,119.27,39.24,16.13,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
13d16283-160e-4c20-aebd-f9d6297e4c73,Samsung Prime Prime15,Electronics,Samsung,123.44,3.5,2,76,32,19,2,254.31,42.11,6.25,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
72d5ae0b-e20d-40bc-beff-667dfb84af75,Samsung Core Smartwatch,Electronics,Samsung,21.55,5.0,3,75,23,22,4,86.21,30.67,17.39,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
3ea4fffe-c11a-4d38-9dfd-a55452ede270,Spalding Cycling Pro,Sports & Outdoors,Spalding,53.18,4.0,2,74,27,11,3,212.4,36.49,11.11,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
2ea7a39e-736e-4b9c-a85f-6c2f3ddab48d,Dell Pixel14 Ultrabook,Electronics,Dell,161.15,3.7,1,73,22,18,3,500.56,30.14,13.64,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
044c6fd0-6bdf-48ea-b10c-2128c690f3fb,KitchenAid Linen Home Decor,Home & Kitchen,KitchenAid,18.89,3.0,1,72,30,14,2,58.73,41.67,6.67,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
1af2ed68-8b17-4484-b5e9-2aab1d96497b,Schwinn Waterproof Camping Gear,Sports & Outdoors,Schwinn,42.17,5.0,1,70,24,21,6,415.48,34.29,25.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
14daea5b-0057-4804-8001-4d53c7006e70,Nike Casual Womenswear,Clothing & Accessories,Nike,46.67,5.0,3,70,28,14,2,135.61,40.0,7.14,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
25debbec-d996-4422-8c51-d35343de8bb1,Bosch Electronic Display,Automotive,Bosch,28.8,4.5,5,68,30,13,3,146.02,44.12,10.0,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
59815d2b-d0be-46cd-bf9c-1e68398bfb97,Zara Accessorie Set,Clothing & Accessories,Zara,45.01,4.7,1,65,21,13,3,178.69,32.31,14.29,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
f2dbc3f9-915e-4e2f-9a01-977a2299a285,My First Reinforcement Learning,Books,Penguin Books,18.22,5.0,4,65,34,17,3,110.02,52.31,8.82,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
e02fe3f7-3668-4375-b761-bd50a67f3b71,Wilson Pro3 Outdoor Recreation,Sports & Outdoors,Wilson,91.47,4.0,5,64,26,20,2,185.2,40.63,7.69,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
6de47591-d28c-45c7-8b9f-77b946d53172,The Modern Orbit Remastered,Toys & Games,Mattel,31.65,4.0,1,63,29,8,3,129.36,46.03,10.34,High Revenue - Low Stock,Prioritize stock replenishment for high-performing products.
